clan_id,ime,prezime,pol,datum_rodjenja,email,datum_uclanjenja
53204,Marko,Stojanović,M,1998-04-20,clan-53204@seds.data,2018-06-20
53205,Marko,Pavlović,M,1970-06-14,clan-53205@seds.data,2017-09-11
53206,Marija,Marković,Ž,1998-02-05,clan-53206@seds.data,2018-01-01
53207,Tamara,Pavlović,Ž,1951-06-15,clan-53207@seds.data,2016-03-03
53208,Luka,Stojanović,M,1990-07-07,clan-53208@seds.data,2016-06-13
53209,Jelena,Petrović,Ž,1998-03-31,clan-53209@seds.data,2016-11-12
53211,Jelena,Jovanović,Ž,1998-05-20,clan-53211@seds.data,2017-01-03
53212,Nikola,Marković,M,1998-07-02,clan-53212@seds.data,2016-09-19
53213,Jelena,Petrović,Ž,1990-07-03,clan-53213@seds.data,2016-08-31
53214,Tamara,Marković,Ž,1980-08-06,clan-53214@seds.data,2016-09-14
53215,Aleksandar,Nikolić,M,1990-10-11,clan-53215@seds.data,2016-12-01
53216,Ana,Nikolić,Ž,1990-11-17,clan-53216@seds.data,2017-02-10
53217,Ana,Pavlović,Ž,1990-04-09,clan-53217@seds.data,2018-02-20
53218,Stefan,Marković,M,1990-06-10,clan-53218@seds.data,2016-08-04
53219,Aleksandar,Ilić,M,1998-10-31,clan-53219@seds.data,2017-05-26
53220,Stefan,Jovanović,M,1960-03-21,clan-53220@seds.data,2017-02-24
53221,Marko,Petrović,M,1990-06-23,clan-53221@seds.data,2016-02-05
53222,Jelena,Ilić,Ž,1998-02-11,clan-53222@seds.data,2016-03-30
53223,Nikola,Petrović,M,1980-10-02,clan-53223@seds.data,2017-10-28
53224,Milica,Nikolić,Ž,1980-10-08,clan-53224@seds.data,2017-07-18
53225,Stefan,Marković,M,1998-01-23,clan-53225@seds.data,2016-06-10
53226,Ana,Stojanović,Ž,1990-11-30,clan-53226@seds.data,2016-12-13
53227,Milica,Petrović,Ž,1998-01-19,clan-53227@seds.data,2016-07-03
53228,Tamara,Nikolić,Ž,1998-02-03,clan-53228@seds.data,2017-04-11
53229,Aleksandar,Jovanović,M,1998-06-05,clan-53229@seds.data,2018-03-26
53230,Stefan,Pavlović,M,1990-04-06,clan-53230@seds.data,2017-01-10
53231,Nikola,Ilić,M,1990-07-16,clan-53231@seds.data,2017-10-16
53232,Luka,Jovanović,M,1980-08-05,clan-53232@seds.data,2017-03-27
53233,Marija,Jovanović,Ž,1990-11-27,clan-53233@seds.data,2017-03-13
53234,Stefan,Petrović,N,1998-05-16,clan-53234@seds.data,2017-05-01
53235,Milan,Nikolić,M,1998-11-05,clan-53235@seds.data,2016-09-25
53236,Tamara,Pavlović,Ž,1960-10-08,clan-53236@seds.data,2017-03-28
53238,Luka,Pavlović,M,1990-12-04,clan-53238@seds.data,2018-08-31
53239,Ana,Jovanović,Ž,1998-05-31,clan-53239@seds.data,2017-10-05
53240,Jelena,Petrović,Ž,1990-12-31,clan-53240@seds.data,2017-04-11
53241,Milan,Petrović,M,1990-03-30,clan-53241@seds.data,2017-09-01
53242,Milica,Marković,Ž,1990-06-07,clan-53242@seds.data,2016-07-14
53245,Ana,Pavlović,Ž,1980-06-02,clan-53245@seds.data,2017-06-11
53246,Luka,Nikolić,M,1990-05-06,clan-53246@seds.data,2017-12-14
53247,Marija,Pavlović,Ž,1960-12-06,clan-53247@seds.data,2018-01-05
53248,Luka,Stojanović,M,1998-06-22,clan-53248@seds.data,2018-11-21
53249,Aleksandar,Jovanović,M,1980-03-09,clan-53249@seds.data,2016-12-25
53250,Jelena,Jovanović,Ž,1998-07-10,clan-53250@seds.data,2018-03-11
53252,Tamara,Pavlović,Ž,1960-09-18,clan-53252@seds.data,2017-05-26
53253,Milica,Nikolić,Ž,1980-07-11,clan-53253@seds.data,2018-04-08
53254,Nikola,Ilić,M,1998-01-21,clan-53254@seds.data,2017-12-28
53255,Ana,Nikolić,Ž,1990-09-26,clan-53255@seds.data,2017-08-15
53256,Luka,Nikolić,M,1998-04-26,clan-53256@seds.data,2016-12-17
53257,Luka,Jovanović,M,1998-09-03,clan-53257@seds.data,2017-11-24
53258,Milica,Marković,Ž,1998-02-06,clan-53258@seds.data,2017-08-11
53259,Marija,Nikolić,N,1990-08-29,clan-53259@seds.data,2017-02-12
53262,Ana,Stojanović,Ž,1998-02-04,clan-53262@seds.data,2017-07-25
53263,Aleksandar,Jovanović,M,1998-04-19,clan-53263@seds.data,2017-01-10
53264,Jelena,Marković,Ž,1990-07-19,clan-53264@seds.data,2016-09-21
53265,Ana,Nikolić,N,1990-04-02,clan-53265@seds.data,2017-11-29
53266,Marija,Pavlović,Ž,1990-05-27,clan-53266@seds.data,2017-06-13
53267,Ana,Stojanović,Ž,1998-08-23,clan-53267@seds.data,2017-09-02
53268,Jelena,Nikolić,Ž,1998-10-22,clan-53268@seds.data,2017-03-23
53269,Milan,Nikolić,M,1990-02-13,clan-53269@seds.data,2018-04-10
53271,Ana,Ilić,Ž,1998-03-23,clan-53271@seds.data,2016-07-07
53272,Nikola,Jovanović,M,1970-10-07,clan-53272@seds.data,2016-07-19
53274,Marija,Petrović,Ž,1998-01-12,clan-53274@seds.data,2017-04-04
53275,Luka,Pavlović,N,1970-08-31,clan-53275@seds.data,2017-05-12
53276,Tamara,Jovanović,Ž,1990-11-18,clan-53276@seds.data,2017-02-04
53277,Marko,Stojanović,M,1998-12-08,clan-53277@seds.data,2017-10-19
53279,Ivana,Ilić,Ž,1970-04-06,clan-53279@seds.data,2019-04-04
53281,Tamara,Petrović,Ž,1980-10-15,clan-53281@seds.data,2016-11-01
53282,Jelena,Nikolić,Ž,1998-10-13,clan-53282@seds.data,2016-07-20
53284,Nikola,Nikolić,M,1980-06-02,clan-53284@seds.data,2018-02-02
53286,Ana,Jovanović,Ž,1960-02-01,clan-53286@seds.data,2016-09-20
53288,Marija,Pavlović,Ž,1990-12-21,clan-53288@seds.data,2016-07-03
53289,Ana,Jovanović,Ž,1980-08-19,clan-53289@seds.data,2016-07-29
53290,Ivana,Nikolić,Ž,1990-10-16,clan-53290@seds.data,2016-12-29
53291,Milan,Stojanović,M,1998-08-14,clan-53291@seds.data,2017-12-01
53292,Jelena,Ilić,Ž,1980-12-12,clan-53292@seds.data,2017-05-19
53293,Tamara,Nikolić,Ž,1990-05-01,clan-53293@seds.data,2018-02-14
53294,Tamara,Pavlović,Ž,1990-01-17,clan-53294@seds.data,2016-02-12
53295,Marija,Pavlović,Ž,1980-08-20,clan-53295@seds.data,2017-06-16
53296,Ana,Jovanović,Ž,1998-03-11,clan-53296@seds.data,2017-05-07
53297,Ana,Stojanović,Ž,1998-09-20,clan-53297@seds.data,2016-09-01
53298,Marija,Petrović,Ž,1980-05-24,clan-53298@seds.data,2017-04-22
53299,Luka,Ilić,M,1990-08-22,clan-53299@seds.data,2016-06-06
53300,Ana,Ilić,Ž,1998-12-18,clan-53300@seds.data,2017-09-03
53301,Aleksandar,Jovanović,M,1960-09-04,clan-53301@seds.data,2017-06-05
53303,Luka,Marković,M,1998-06-30,clan-53303@seds.data,2016-07-06
53304,Tamara,Pavlović,Ž,1990-06-09,clan-53304@seds.data,2017-06-30
53305,Jelena,Marković,Ž,1980-08-30,clan-53305@seds.data,2017-07-06
53306,Ivana,Pavlović,Ž,1951-06-09,clan-53306@seds.data,2017-12-09
53307,Ivana,Jovanović,N,1970-05-12,clan-53307@seds.data,2017-11-16
53308,Nikola,Pavlović,M,1998-05-03,clan-53308@seds.data,2018-01-12
53309,Tamara,Nikolić,Ž,1990-03-29,clan-53309@seds.data,2016-03-11
53310,Milan,Stojanović,M,1998-06-28,clan-53310@seds.data,2017-12-01
53311,Ana,Ilić,Ž,1998-01-16,clan-53311@seds.data,2019-09-08
53312,Tamara,Jovanović,Ž,1980-10-31,clan-53312@seds.data,2017-08-06
53313,Milica,Nikolić,Ž,1998-03-30,clan-53313@seds.data,2017-12-15
53314,Stefan,Stojanović,M,1998-04-14,clan-53314@seds.data,2017-01-01
53315,Milica,Ilić,Ž,1980-11-01,clan-53315@seds.data,2017-06-17
53316,Marko,Marković,M,1990-09-13,clan-53316@seds.data,2018-01-13
53317,Ana,Stojanović,Ž,1998-05-28,clan-53317@seds.data,2017-01-31
53318,Nikola,Ilić,M,1951-11-19,clan-53318@seds.data,2018-04-11
53319,Nikola,Nikolić,M,1998-04-14,clan-53319@seds.data,2017-10-20
53320,Jelena,Ilić,Ž,1951-12-16,clan-53320@seds.data,2017-05-29
53321,Ivana,Ilić,Ž,1960-10-27,clan-53321@seds.data,2017-01-06
53322,Tamara,Stojanović,Ž,1998-08-28,clan-53322@seds.data,2017-05-27
53323,Nikola,Nikolić,M,1998-08-04,clan-53323@seds.data,2018-01-05
53324,Marija,Ilić,Ž,1980-12-25,clan-53324@seds.data,2017-03-16
53326,Marija,Petrović,Ž,1998-07-14,clan-53326@seds.data,2017-07-23
53327,Marko,Jovanović,M,1998-05-28,clan-53327@seds.data,2016-10-23
53328,Aleksandar,Petrović,M,1960-05-14,clan-53328@seds.data,2016-06-21
53329,Jelena,Jovanović,Ž,1990-02-07,clan-53329@seds.data,2016-08-30
53330,Ivana,Jovanović,Ž,1960-10-31,clan-53330@seds.data,2017-05-06
53331,Ana,Petrović,Ž,1990-08-21,clan-53331@seds.data,2016-09-02
53332,Marija,Stojanović,Ž,1998-10-18,clan-53332@seds.data,2016-06-04
53333,Tamara,Stojanović,Ž,1960-01-30,clan-53333@seds.data,2017-01-01
53334,Jelena,Nikolić,Ž,1990-05-10,clan-53334@seds.data,2017-07-12
53335,Ana,Marković,Ž,1990-07-19,clan-53335@seds.data,2017-06-21
53336,Tamara,Stojanović,N,1960-04-01,clan-53336@seds.data,2016-06-09
53337,Ivana,Jovanović,Ž,1998-05-31,clan-53337@seds.data,2016-09-03
53340,Ivana,Pavlović,Ž,1990-11-16,clan-53340@seds.data,2016-09-15
53341,Ana,Pavlović,Ž,1998-08-24,clan-53341@seds.data,2017-12-29
53342,Marija,Ilić,Ž,1960-04-10,clan-53342@seds.data,2016-03-16
53343,Ivana,Ilić,Ž,1970-05-12,clan-53343@seds.data,2017-08-22
53345,Marija,Pavlović,Ž,1990-01-27,clan-53345@seds.data,2016-09-05
53346,Marija,Stojanović,Ž,1990-03-17,clan-53346@seds.data,2017-12-17
53347,Luka,Nikolić,M,1998-01-13,clan-53347@seds.data,2017-10-30
53348,Tamara,Pavlović,Ž,1998-04-04,clan-53348@seds.data,2017-01-21
53350,Tamara,Nikolić,Ž,1951-12-26,clan-53350@seds.data,2016-05-16
53351,Luka,Pavlović,M,1960-04-23,clan-53351@seds.data,2017-09-15
53352,Tamara,Pavlović,Ž,1970-02-08,clan-53352@seds.data,2017-05-07
53353,Ana,Petrović,Ž,1998-12-27,clan-53353@seds.data,2017-06-13
53354,Milica,Marković,Ž,1998-12-18,clan-53354@seds.data,2018-05-06
53355,Ana,Petrović,Ž,1951-10-12,clan-53355@seds.data,2016-10-21
53356,Milan,Jovanović,M,1970-06-12,clan-53356@seds.data,2017-03-18
53357,Luka,Stojanović,M,1998-12-02,clan-53357@seds.data,2016-05-29
53358,Ana,Pavlović,Ž,1998-04-30,clan-53358@seds.data,2017-10-18
53359,Jelena,Petrović,Ž,1998-10-17,clan-53359@seds.data,2017-06-11
53360,Ana,Stojanović,Ž,1998-09-23,clan-53360@seds.data,2018-05-16
53361,Stefan,Ilić,M,1960-08-20,clan-53361@seds.data,2017-02-15
53362,Luka,Nikolić,M,1998-10-17,clan-53362@seds.data,2016-05-09
53363,Ivana,Pavlović,N,1980-02-27,clan-53363@seds.data,2017-04-03
53364,Ivana,Stojanović,Ž,1998-07-21,clan-53364@seds.data,2016-10-11
53366,Jelena,Pavlović,Ž,1990-04-23,clan-53366@seds.data,2017-09-28
53367,Ana,Stojanović,Ž,1990-10-03,clan-53367@seds.data,2017-07-08
53368,Milan,Nikolić,M,1998-05-30,clan-53368@seds.data,2019-09-12
53369,Stefan,Stojanović,M,1990-10-16,clan-53369@seds.data,2016-04-16
53370,Luka,Petrović,M,1960-04-17,clan-53370@seds.data,2016-05-31
53371,Stefan,Ilić,M,1970-08-18,clan-53371@seds.data,2016-05-22
53372,Marko,Ilić,M,1970-11-04,clan-53372@seds.data,2016-02-26
53373,Tamara,Marković,Ž,1951-10-28,clan-53373@seds.data,2018-01-26
53374,Ivana,Stojanović,Ž,1960-11-01,clan-53374@seds.data,2016-06-16
53375,Ana,Ilić,Ž,1998-07-21,clan-53375@seds.data,2016-10-28
53376,Marija,Ilić,Ž,1951-02-20,clan-53376@seds.data,2017-01-03
53377,Marija,Nikolić,Ž,1960-08-30,clan-53377@seds.data,2016-05-26
53378,Ana,Marković,Ž,1970-03-30,clan-53378@seds.data,2017-12-27
53379,Marija,Petrović,Ž,1990-12-30,clan-53379@seds.data,2017-05-14
53380,Luka,Petrović,M,1980-02-25,clan-53380@seds.data,2016-08-14
53381,Milica,Nikolić,Ž,1970-02-09,clan-53381@seds.data,2017-06-05
53382,Ana,Marković,Ž,1970-12-13,clan-53382@seds.data,2017-03-27
53383,Ivana,Petrović,Ž,1999-01-04,clan-53383@seds.data,2017-03-10
53384,Luka,Pavlović,N,1998-08-18,clan-53384@seds.data,2016-07-14
53385,Ivana,Nikolić,Ž,1970-01-14,clan-53385@seds.data,2018-01-09
53386,Aleksandar,Jovanović,M,1998-03-09,clan-53386@seds.data,2016-12-21
53387,Ivana,Pavlović,Ž,1980-12-14,clan-53387@seds.data,2017-10-29
53388,Luka,Stojanović,M,1998-05-18,clan-53388@seds.data,2016-02-01
53389,Ivana,Nikolić,Ž,1990-06-17,clan-53389@seds.data,2019-02-12
53390,Marko,Jovanović,M,1998-08-15,clan-53390@seds.data,2017-11-27
53392,Ana,Marković,N,1990-12-22,clan-53392@seds.data,2017-06-09
53394,Aleksandar,Pavlović,M,1980-04-09,clan-53394@seds.data,2016-12-07
53395,Ivana,Marković,Ž,1970-11-11,clan-53395@seds.data,2017-03-10
53396,Luka,Stojanović,M,1990-03-28,clan-53396@seds.data,2018-03-01
53397,Luka,Stojanović,M,1998-12-05,clan-53397@seds.data,2018-06-14
53398,Marija,Jovanović,N,1998-07-08,clan-53398@seds.data,2018-02-15
53399,Jelena,Nikolić,Ž,1998-07-11,clan-53399@seds.data,2016-12-01
53400,Tamara,Marković,Ž,1960-12-31,clan-53400@seds.data,2017-03-11
53401,Milica,Ilić,Ž,1970-10-24,clan-53401@seds.data,2017-11-20
53402,Aleksandar,Pavlović,N,1980-02-29,clan-53402@seds.data,2016-09-30
53403,Marko,Jovanović,M,1990-05-22,clan-53403@seds.data,2016-11-08
53404,Stefan,Jovanović,M,1998-04-21,clan-53404@seds.data,2017-05-05
53405,Tamara,Stojanović,Ž,1998-10-20,clan-53405@seds.data,2016-06-03
53406,Marija,Jovanović,Ž,1998-07-24,clan-53406@seds.data,2018-06-08
53407,Marija,Petrović,Ž,1970-05-30,clan-53407@seds.data,2018-04-19
53408,Ivana,Nikolić,Ž,1970-03-05,clan-53408@seds.data,2018-03-01
53409,Aleksandar,Jovanović,M,1990-09-06,clan-53409@seds.data,2017-05-13
53410,Nikola,Stojanović,M,1998-11-19,clan-53410@seds.data,2016-06-05
53411,Marko,Petrović,M,1998-03-22,clan-53411@seds.data,2016-09-26
53412,Nikola,Pavlović,M,1960-04-27,clan-53412@seds.data,2017-08-11
53413,Marko,Marković,M,1990-03-23,clan-53413@seds.data,2016-08-11
53414,Jelena,Jovanović,Ž,1960-05-08,clan-53414@seds.data,2017-01-05
53415,Marija,Ilić,Ž,1998-11-01,clan-53415@seds.data,2016-07-04
53417,Jelena,Stojanović,Ž,1970-08-04,clan-53417@seds.data,2018-05-16
53418,Ana,Petrović,Ž,1998-01-31,clan-53418@seds.data,2016-09-15
53419,Milica,Stojanović,Ž,1998-03-01,clan-53419@seds.data,2018-04-14
53420,Ana,Petrović,Ž,1990-02-03,clan-53420@seds.data,2016-10-21
53421,Tamara,Ilić,Ž,1998-10-22,clan-53421@seds.data,2017-10-24
53422,Ivana,Petrović,Ž,1998-11-20,clan-53422@seds.data,2017-08-10
53423,Marija,Jovanović,Ž,1960-01-28,clan-53423@seds.data,2017-05-29
53424,Ana,Marković,Ž,1951-08-24,clan-53424@seds.data,2018-03-25
53425,Tamara,Stojanović,Ž,1998-06-23,clan-53425@seds.data,2016-05-28
53427,Milica,Ilić,Ž,1990-06-29,clan-53427@seds.data,2017-07-10
53428,Ana,Marković,Ž,1980-11-15,clan-53428@seds.data,2017-11-10
53429,Luka,Petrović,M,1990-03-28,clan-53429@seds.data,2017-05-17
53431,Marko,Ilić,M,1998-11-22,clan-53431@seds.data,2016-10-18
53432,Milica,Marković,Ž,1951-07-29,clan-53432@seds.data,2016-07-03
53433,Jelena,Ilić,Ž,1990-02-24,clan-53433@seds.data,2018-03-10
53434,Stefan,Ilić,M,1990-10-02,clan-53434@seds.data,2019-05-18
53436,Aleksandar,Petrović,M,1998-09-16,clan-53436@seds.data,2017-12-26
53437,Jelena,Jovanović,Ž,1998-06-16,clan-53437@seds.data,2016-07-09
53438,Ivana,Nikolić,Ž,1951-06-28,clan-53438@seds.data,2017-05-01
53439,Milica,Nikolić,Ž,1990-10-28,clan-53439@seds.data,2016-09-10
53440,Marko,Ilić,M,1960-03-23,clan-53440@seds.data,2016-11-24
53441,Jelena,Nikolić,Ž,1951-09-19,clan-53441@seds.data,2018-09-10
53442,Jelena,Ilić,Ž,1991-01-03,clan-53442@seds.data,2019-08-20
53443,Ivana,Pavlović,Ž,1998-10-17,clan-53443@seds.data,2017-07-21
53444,Milan,Marković,M,1960-05-21,clan-53444@seds.data,2016-07-16
53445,Marija,Nikolić,Ž,1960-11-14,clan-53445@seds.data,2017-12-03
53446,Marija,Jovanović,Ž,1971-01-08,clan-53446@seds.data,2017-04-25
53447,Jelena,Petrović,N,1951-02-05,clan-53447@seds.data,2016-08-24
53448,Ivana,Pavlović,N,1980-08-01,clan-53448@seds.data,2016-06-20
53449,Aleksandar,Nikolić,M,1990-07-06,clan-53449@seds.data,2017-01-04
53450,Luka,Stojanović,M,1990-07-13,clan-53450@seds.data,2016-12-27
53451,Marko,Nikolić,M,1990-02-02,clan-53451@seds.data,2017-09-17
53453,Stefan,Ilić,M,1998-09-28,clan-53453@seds.data,2017-05-13
53454,Milica,Petrović,Ž,1999-01-05,clan-53454@seds.data,2016-11-09
53455,Ivana,Ilić,Ž,1990-01-16,clan-53455@seds.data,2017-08-05
53457,Ana,Stojanović,Ž,1970-06-29,clan-53457@seds.data,2017-07-01
53458,Marija,Nikolić,Ž,1960-05-11,clan-53458@seds.data,2016-07-29
53460,Ivana,Ilić,Ž,1990-09-09,clan-53460@seds.data,2016-11-21
53461,Tamara,Stojanović,Ž,1998-10-02,clan-53461@seds.data,2017-03-08
53462,Ana,Marković,Ž,1980-09-30,clan-53462@seds.data,2017-03-16
53463,Marko,Nikolić,M,1980-02-05,clan-53463@seds.data,2018-06-26
53464,Milan,Petrović,M,1951-05-10,clan-53464@seds.data,2018-06-07
53465,Milan,Petrović,M,1998-12-17,clan-53465@seds.data,2016-12-02
53466,Jelena,Stojanović,Ž,1990-07-06,clan-53466@seds.data,2017-08-07
53467,Milica,Pavlović,Ž,1990-03-07,clan-53467@seds.data,2016-05-19
53468,Ana,Ilić,Ž,1981-01-02,clan-53468@seds.data,2016-09-17
53469,Milica,Jovanović,Ž,1998-02-21,clan-53469@seds.data,2016-08-01
53470,Tamara,Jovanović,Ž,1960-05-18,clan-53470@seds.data,2017-05-25
53471,Aleksandar,Marković,M,1998-08-29,clan-53471@seds.data,2017-06-01
53473,Marija,Petrović,Ž,1990-09-26,clan-53473@seds.data,2018-01-15
53474,Tamara,Pavlović,Ž,1991-01-01,clan-53474@seds.data,2016-08-11
53475,Milica,Petrović,Ž,1951-07-18,clan-53475@seds.data,2016-12-20
53476,Tamara,Jovanović,Ž,1990-03-29,clan-53476@seds.data,2019-08-29
53477,Marija,Petrović,Ž,1990-08-31,clan-53477@seds.data,2017-11-10
53478,Milan,Stojanović,M,1990-01-11,clan-53478@seds.data,2018-04-02
53479,Nikola,Jovanović,M,1990-06-05,clan-53479@seds.data,2017-11-08
53481,Ivana,Petrović,Ž,1998-04-21,clan-53481@seds.data,2017-08-09
53482,Marija,Ilić,Ž,1990-05-27,clan-53482@seds.data,2016-08-09
53483,Marija,Pavlović,Ž,1990-11-12,clan-53483@seds.data,2017-12-28
53484,Ivana,Jovanović,Ž,1980-11-01,clan-53484@seds.data,2016-05-25
53485,Ivana,Pavlović,Ž,1960-08-17,clan-53485@seds.data,2017-06-01
53486,Ana,Pavlović,Ž,1960-10-09,clan-53486@seds.data,2017-01-16
53487,Tamara,Marković,Ž,1998-10-02,clan-53487@seds.data,2016-05-07
53488,Marija,Pavlović,Ž,1998-12-21,clan-53488@seds.data,2017-10-01
53489,Marija,Ilić,Ž,1990-02-10,clan-53489@seds.data,2017-03-06
53490,Tamara,Jovanović,Ž,1998-10-12,clan-53490@seds.data,2016-03-19
53491,Nikola,Ilić,M,1998-08-02,clan-53491@seds.data,2017-04-26
53492,Tamara,Nikolić,Ž,1998-12-11,clan-53492@seds.data,2019-08-06
53493,Jelena,Ilić,Ž,1970-08-06,clan-53493@seds.data,2017-07-29
53494,Jelena,Marković,Ž,1998-10-28,clan-53494@seds.data,2016-10-11
53495,Stefan,Marković,M,1990-09-08,clan-53495@seds.data,2016-03-07
53496,Marko,Jovanović,M,1960-02-03,clan-53496@seds.data,2016-05-26
53497,Ivana,Stojanović,Ž,1970-11-20,clan-53497@seds.data,2017-12-27
53498,Tamara,Nikolić,Ž,1960-07-09,clan-53498@seds.data,2018-11-21
53499,Marija,Ilić,Ž,1990-04-24,clan-53499@seds.data,2016-05-23
53500,Nikola,Jovanović,M,1998-07-25,clan-53500@seds.data,2016-07-28
53501,Jelena,Marković,Ž,1990-09-19,clan-53501@seds.data,2019-02-22
53502,Ana,Stojanović,Ž,1990-01-24,clan-53502@seds.data,2017-05-30
53503,Marija,Marković,Ž,1998-03-02,clan-53503@seds.data,2017-03-11
53504,Ivana,Pavlović,Ž,1990-06-13,clan-53504@seds.data,2018-02-27
53505,Jelena,Stojanović,N,1970-08-20,clan-53505@seds.data,2016-07-26
53506,Stefan,Ilić,M,1960-04-14,clan-53506@seds.data,2016-12-12
53507,Nikola,Marković,M,1970-12-05,clan-53507@seds.data,2017-03-22
53508,Stefan,Marković,M,1980-12-03,clan-53508@seds.data,2017-12-02
53510,Stefan,Marković,M,1998-09-09,clan-53510@seds.data,2017-05-15
53511,Milan,Nikolić,M,1998-08-24,clan-53511@seds.data,2017-10-30
