clan_id,ime,prezime,pol,datum_rodjenja,email,datum_uclanjenja
106397,Jelena,Pavlović,Ž,1998-07-02,clan-106397@seds.data,2016-07-17
106398,Marija,Jovanović,Ž,1998-12-24,clan-106398@seds.data,2017-09-16
106399,Luka,Stojanović,M,1998-06-07,clan-106399@seds.data,2017-11-30
106400,Jelena,Stojanović,Ž,1990-03-11,clan-106400@seds.data,2018-11-30
106401,Marija,Petrović,Ž,1980-07-09,clan-106401@seds.data,2017-09-18
106402,Ana,Stojanović,Ž,1998-06-19,clan-106402@seds.data,2017-03-29
106403,Jelena,Stojanović,Ž,1951-09-09,clan-106403@seds.data,2017-09-22
106404,Jelena,Ilić,Ž,1970-11-20,clan-106404@seds.data,2016-03-28
106405,Ivana,Stojanović,N,1970-02-07,clan-106405@seds.data,2017-02-16
106406,Tamara,Ilić,Ž,1998-08-12,clan-106406@seds.data,2017-04-01
106408,Milica,Jovanović,Ž,1998-09-08,clan-106408@seds.data,2017-02-10
106409,Jelena,Ilić,Ž,1998-10-24,clan-106409@seds.data,2016-08-28
106411,Marija,Nikolić,Ž,1998-12-29,clan-106411@seds.data,2016-11-30
106412,Tamara,Ilić,Ž,1960-10-12,clan-106412@seds.data,2016-08-01
106413,Marko,Marković,M,1998-10-08,clan-106413@seds.data,2016-11-12
106414,Stefan,Pavlović,M,1998-10-09,clan-106414@seds.data,2017-08-20
106415,Jelena,Jovanović,Ž,1980-09-25,clan-106415@seds.data,2017-05-20
106416,Marko,Nikolić,M,1998-06-09,clan-106416@seds.data,2017-01-11
106417,Ana,Petrović,Ž,1990-04-22,clan-106417@seds.data,2017-04-27
106418,Ivana,Ilić,Ž,1951-12-31,clan-106418@seds.data,2016-05-24
106419,Ana,Pavlović,Ž,1990-03-04,clan-106419@seds.data,2016-03-27
106420,Milica,Stojanović,Ž,1951-09-27,clan-106420@seds.data,2017-07-20
106421,Ana,Marković,Ž,1990-05-08,clan-106421@seds.data,2016-04-07
106422,Ana,Ilić,Ž,1998-01-17,clan-106422@seds.data,2016-11-27
106423,Aleksandar,Stojanović,M,1990-03-30,clan-106423@seds.data,2017-08-19
106424,Ivana,Ilić,Ž,1998-11-06,clan-106424@seds.data,2017-11-13
106428,Tamara,Jovanović,Ž,1951-04-01,clan-106428@seds.data,2016-12-25
106429,Marija,Petrović,Ž,1980-12-16,clan-106429@seds.data,2017-06-08
106430,Marija,Nikolić,Ž,1998-02-11,clan-106430@seds.data,2016-05-13
106431,Ivana,Ilić,Ž,1990-07-03,clan-106431@seds.data,2017-07-05
106432,Marko,Stojanović,M,1990-08-20,clan-106432@seds.data,2019-04-27
106433,Nikola,Nikolić,M,1980-05-29,clan-106433@seds.data,2017-06-15
106434,Milica,Nikolić,Ž,1998-05-03,clan-106434@seds.data,2017-09-17
106435,Milan,Nikolić,M,1998-03-20,clan-106435@seds.data,2016-06-15
106437,Jelena,Pavlović,Ž,1998-11-15,clan-106437@seds.data,2016-05-12
106438,Ana,Pavlović,Ž,1998-01-18,clan-106438@seds.data,2017-10-02
106439,Marko,Pavlović,M,1998-03-30,clan-106439@seds.data,2016-02-27
106440,Luka,Jovanović,M,1990-06-11,clan-106440@seds.data,2016-02-06
106441,Jelena,Pavlović,Ž,1960-11-01,clan-106441@seds.data,2016-11-16
106444,Ana,Stojanović,Ž,1960-08-26,clan-106444@seds.data,2016-12-28
106445,Ana,Jovanović,Ž,1960-06-05,clan-106445@seds.data,2016-07-16
106447,Ana,Marković,Ž,1998-07-21,clan-106447@seds.data,2016-05-23
106448,Ivana,Nikolić,Ž,1960-03-11,clan-106448@seds.data,2018-03-08
106449,Tamara,Marković,Ž,1998-04-16,clan-106449@seds.data,2018-03-15
106450,Marija,Marković,Ž,1990-12-20,clan-106450@seds.data,2017-05-04
106451,Tamara,Pavlović,Ž,1990-02-15,clan-106451@seds.data,2017-05-23
106452,Ivana,Petrović,Ž,1998-08-16,clan-106452@seds.data,2018-04-26
106454,Jelena,Petrović,Ž,1980-11-15,clan-106454@seds.data,2017-06-29
106455,Milan,Nikolić,M,1990-09-22,clan-106455@seds.data,2017-01-21
106456,Marko,Nikolić,M,1970-04-10,clan-106456@seds.data,2016-08-31
106457,Milica,Jovanović,Ž,1980-05-30,clan-106457@seds.data,2017-11-21
106458,Tamara,Stojanović,Ž,1998-08-13,clan-106458@seds.data,2016-04-28
106459,Ana,Petrović,Ž,1951-02-16,clan-106459@seds.data,2017-04-06
106460,Tamara,Petrović,Ž,1998-02-01,clan-106460@seds.data,2017-10-26
106461,Jelena,Petrović,Ž,1998-09-26,clan-106461@seds.data,2017-04-24
106462,Marija,Jovanović,Ž,1970-03-20,clan-106462@seds.data,2019-01-15
106463,Marija,Marković,Ž,1998-06-13,clan-106463@seds.data,2017-01-28
106464,Jelena,Nikolić,Ž,1998-04-20,clan-106464@seds.data,2017-08-19
106465,Ana,Petrović,Ž,1998-02-12,clan-106465@seds.data,2017-03-09
106466,Jelena,Ilić,Ž,1998-05-10,clan-106466@seds.data,2019-02-16
106467,Ivana,Pavlović,Ž,1960-06-15,clan-106467@seds.data,2017-07-14
106469,Nikola,Marković,M,1990-02-07,clan-106469@seds.data,2017-01-17
106470,Ana,Petrović,Ž,1998-05-06,clan-106470@seds.data,2019-04-08
106471,Milica,Nikolić,Ž,1998-12-16,clan-106471@seds.data,2017-10-17
106473,Ana,Petrović,Ž,1998-04-18,clan-106473@seds.data,2017-08-18
106475,Nikola,Nikolić,N,1998-11-14,clan-106475@seds.data,2016-04-26
106477,Ana,Pavlović,Ž,1990-06-23,clan-106477@seds.data,2017-10-13
106479,Milica,Nikolić,Ž,1998-08-28,clan-106479@seds.data,2016-01-22
106480,Aleksandar,Nikolić,M,1970-03-28,clan-106480@seds.data,2016-03-06
106481,Aleksandar,Nikolić,M,1998-09-16,clan-106481@seds.data,2016-09-19
106482,Milica,Ilić,Ž,1951-03-29,clan-106482@seds.data,2017-01-31
106483,Milica,Ilić,Ž,1990-10-04,clan-106483@seds.data,2018-07-03
106484,Ana,Jovanović,Ž,1998-11-22,clan-106484@seds.data,2017-07-10
106485,Stefan,Stojanović,M,1998-02-04,clan-106485@seds.data,2017-03-12
106486,Ivana,Pavlović,Ž,1960-12-06,clan-106486@seds.data,2017-10-06
106487,Ana,Stojanović,Ž,1990-06-22,clan-106487@seds.data,2018-11-07
106488,Marija,Pavlović,Ž,1998-12-15,clan-106488@seds.data,2017-06-09
106490,Nikola,Petrović,M,1998-10-06,clan-106490@seds.data,2017-01-15
106491,Milica,Marković,Ž,1990-11-25,clan-106491@seds.data,2016-11-21
106492,Tamara,Petrović,Ž,1998-04-15,clan-106492@seds.data,2016-10-25
106493,Nikola,Jovanović,M,1991-01-04,clan-106493@seds.data,2018-01-13
106494,Luka,Stojanović,M,1998-11-08,clan-106494@seds.data,2017-10-03
106495,Marko,Ilić,M,1998-10-24,clan-106495@seds.data,2018-01-06
106496,Ana,Marković,Ž,1990-10-16,clan-106496@seds.data,2017-09-17
106497,Milica,Nikolić,Ž,1990-03-08,clan-106497@seds.data,2017-08-09
106498,Milica,Ilić,Ž,1990-04-09,clan-106498@seds.data,2016-09-01
106500,Milica,Pavlović,Ž,1998-10-10,clan-106500@seds.data,2017-05-27
106501,Ivana,Ilić,Ž,1998-09-30,clan-106501@seds.data,2018-04-03
106502,Milica,Pavlović,Ž,1970-10-15,clan-106502@seds.data,2016-07-05
106503,Ana,Pavlović,Ž,1990-01-21,clan-106503@seds.data,2017-10-16
106504,Luka,Marković,M,1951-04-23,clan-106504@seds.data,2016-05-29
106505,Milica,Petrović,Ž,1998-08-16,clan-106505@seds.data,2017-01-19
106506,Nikola,Stojanović,M,1970-11-28,clan-106506@seds.data,2016-09-05
106507,Ivana,Petrović,Ž,1998-09-13,clan-106507@seds.data,2019-01-01
106508,Stefan,Ilić,N,1960-09-06,clan-106508@seds.data,2018-02-21
106509,Stefan,Marković,M,1998-04-12,clan-106509@seds.data,2016-12-18
106510,Nikola,Petrović,M,1980-02-12,clan-106510@seds.data,2017-05-28
106511,Tamara,Petrović,Ž,1998-06-05,clan-106511@seds.data,2017-10-12
106512,Marija,Jovanović,Ž,1998-01-23,clan-106512@seds.data,2016-10-09
106513,Ana,Pavlović,Ž,1998-05-26,clan-106513@seds.data,2016-08-30
106514,Milica,Pavlović,Ž,1998-09-01,clan-106514@seds.data,2018-02-14
106515,Jelena,Jovanović,Ž,1970-06-02,clan-106515@seds.data,2016-01-10
106516,Ivana,Marković,Ž,1998-11-06,clan-106516@seds.data,2018-03-23
106517,Marija,Jovanović,Ž,1998-03-10,clan-106517@seds.data,2016-08-12
106518,Stefan,Marković,M,1960-08-09,clan-106518@seds.data,2016-12-11
106519,Milica,Petrović,Ž,1990-01-27,clan-106519@seds.data,2019-05-24
106521,Ivana,Stojanović,Ž,1990-04-07,clan-106521@seds.data,2017-04-26
106522,Ana,Marković,Ž,1998-04-24,clan-106522@seds.data,2016-07-24
106523,Ana,Ilić,Ž,1970-05-16,clan-106523@seds.data,2017-01-17
106526,Tamara,Nikolić,Ž,1998-07-03,clan-106526@seds.data,2017-09-26
106527,Ivana,Nikolić,Ž,1990-12-09,clan-106527@seds.data,2017-01-08
106528,Milica,Nikolić,Ž,1998-04-30,clan-106528@seds.data,2017-09-03
106529,Jelena,Jovanović,Ž,1980-11-30,clan-106529@seds.data,2017-08-20
106530,Ivana,Nikolić,Ž,1990-05-27,clan-106530@seds.data,2016-10-19
106531,Stefan,Nikolić,M,1980-07-15,clan-106531@seds.data,2017-05-28
106532,Milan,Pavlović,M,1990-09-04,clan-106532@seds.data,2017-09-14
106533,Milica,Ilić,Ž,1960-01-30,clan-106533@seds.data,2017-09-04
106534,Tamara,Ilić,Ž,1998-03-10,clan-106534@seds.data,2017-05-06
106535,Milan,Ilić,M,1990-02-01,clan-106535@seds.data,2017-08-05
106536,Milica,Jovanović,Ž,1980-06-06,clan-106536@seds.data,2017-10-20
106538,Jelena,Marković,Ž,1980-09-15,clan-106538@seds.data,2016-02-28
106539,Milan,Nikolić,M,1951-06-02,clan-106539@seds.data,2017-01-24
106540,Ana,Pavlović,Ž,1960-05-13,clan-106540@seds.data,2016-11-04
106541,Tamara,Stojanović,Ž,1998-01-08,clan-106541@seds.data,2016-03-21
106544,Milica,Petrović,Ž,1990-09-20,clan-106544@seds.data,2016-07-12
106545,Aleksandar,Pavlović,M,1990-03-26,clan-106545@seds.data,2016-07-13
106546,Marko,Ilić,M,1998-10-16,clan-106546@seds.data,2016-11-05
106547,Ivana,Jovanović,Ž,1998-11-17,clan-106547@seds.data,2017-11-15
106548,Ana,Marković,Ž,1951-07-27,clan-106548@seds.data,2017-05-06
106549,Marko,Marković,M,1990-12-06,clan-106549@seds.data,2016-08-05
106550,Ivana,Stojanović,Ž,1998-09-25,clan-106550@seds.data,2019-08-02
106551,Ivana,Ilić,Ž,1960-03-26,clan-106551@seds.data,2016-03-20
106552,Ivana,Pavlović,Ž,1960-05-17,clan-106552@seds.data,2017-07-10
106553,Jelena,Petrović,Ž,1998-07-30,clan-106553@seds.data,2016-06-02
106554,Marija,Jovanović,Ž,1991-01-05,clan-106554@seds.data,2016-02-22
106555,Ivana,Marković,Ž,1981-01-08,clan-106555@seds.data,2017-09-29
106556,Milica,Marković,Ž,1990-11-13,clan-106556@seds.data,2016-09-10
106558,Ivana,Jovanović,Ž,1998-11-20,clan-106558@seds.data,2017-06-19
106560,Tamara,Nikolić,Ž,1998-10-24,clan-106560@seds.data,2017-07-18
106561,Ana,Stojanović,Ž,1998-10-05,clan-106561@seds.data,2019-09-05
106562,Ana,Pavlović,Ž,1951-09-13,clan-106562@seds.data,2017-03-21
106563,Ana,Jovanović,Ž,1960-07-24,clan-106563@seds.data,2017-04-23
106564,Aleksandar,Petrović,M,1990-01-20,clan-106564@seds.data,2016-06-24
106565,Milan,Nikolić,M,1998-06-03,clan-106565@seds.data,2017-04-08
106566,Marko,Petrović,M,1960-08-29,clan-106566@seds.data,2017-04-29
106567,Luka,Nikolić,M,1990-05-26,clan-106567@seds.data,2016-10-04
106568,Aleksandar,Petrović,M,1990-08-15,clan-106568@seds.data,2016-07-08
106569,Tamara,Stojanović,N,1970-02-17,clan-106569@seds.data,2017-03-14
106570,Jelena,Jovanović,Ž,1970-07-23,clan-106570@seds.data,2017-11-23
106571,Luka,Pavlović,M,1998-04-04,clan-106571@seds.data,2016-06-30
106573,Ivana,Jovanović,Ž,1998-08-11,clan-106573@seds.data,2016-04-22
106574,Ivana,Jovanović,Ž,1990-06-26,clan-106574@seds.data,2017-02-13
106575,Jelena,Ilić,Ž,1998-05-28,clan-106575@seds.data,2018-03-09
106576,Tamara,Pavlović,Ž,1990-10-29,clan-106576@seds.data,2019-10-16
106577,Milica,Ilić,Ž,1990-03-07,clan-106577@seds.data,2017-12-29
106578,Jelena,Marković,Ž,1980-01-29,clan-106578@seds.data,2016-03-01
106580,Milica,Jovanović,Ž,1980-10-03,clan-106580@seds.data,2018-11-14
106581,Marija,Petrović,Ž,1990-02-27,clan-106581@seds.data,2017-02-15
106582,Luka,Nikolić,N,1990-03-06,clan-106582@seds.data,2016-06-07
106583,Tamara,Pavlović,Ž,1980-05-22,clan-106583@seds.data,2017-03-16
106584,Ivana,Jovanović,Ž,1990-08-04,clan-106584@seds.data,2016-11-16
106585,Marko,Nikolić,M,1998-10-27,clan-106585@seds.data,2017-09-24
106586,Milica,Marković,Ž,1998-10-11,clan-106586@seds.data,2019-02-14
106587,Milica,Pavlović,Ž,1970-08-13,clan-106587@seds.data,2017-11-06
106588,Jelena,Petrović,Ž,1990-03-31,clan-106588@seds.data,2016-11-12
106589,Jelena,Nikolić,Ž,1998-07-07,clan-106589@seds.data,2017-01-26
106590,Stefan,Pavlović,M,1960-12-15,clan-106590@seds.data,2016-01-28
106591,Jelena,Petrović,Ž,1998-07-28,clan-106591@seds.data,2016-07-16
106592,Ivana,Marković,Ž,1990-09-08,clan-106592@seds.data,2016-06-24
106593,Luka,Stojanović,M,1990-06-14,clan-106593@seds.data,2017-12-17
106594,Ivana,Ilić,Ž,1998-01-19,clan-106594@seds.data,2016-04-26
106595,Tamara,Ilić,Ž,1980-06-05,clan-106595@seds.data,2017-07-10
106596,Marija,Ilić,Ž,1970-08-19,clan-106596@seds.data,2017-10-15
106597,Nikola,Stojanović,M,1980-08-28,clan-106597@seds.data,2017-07-29
106598,Marija,Pavlović,Ž,1980-06-20,clan-106598@seds.data,2016-10-30
106600,Milica,Ilić,Ž,1998-11-20,clan-106600@seds.data,2017-05-30
106601,Tamara,Jovanović,Ž,1960-08-19,clan-106601@seds.data,2018-11-28
106602,Milan,Marković,M,1970-05-21,clan-106602@seds.data,2016-03-31
106603,Milica,Jovanović,Ž,1998-02-02,clan-106603@seds.data,2017-07-29
106604,Jelena,Petrović,Ž,1998-02-21,clan-106604@seds.data,2018-03-26
106605,Luka,Nikolić,M,1980-05-31,clan-106605@seds.data,2016-10-18
106606,Milan,Petrović,M,1998-07-23,clan-106606@seds.data,2016-01-28
106607,Ivana,Stojanović,Ž,1998-04-24,clan-106607@seds.data,2016-10-02
106609,Jelena,Jovanović,Ž,1998-10-19,clan-106609@seds.data,2018-01-18
106610,Milan,Marković,N,1970-10-16,clan-106610@seds.data,2016-09-01
106611,Marija,Petrović,Ž,1951-05-20,clan-106611@seds.data,2016-06-20
106612,Nikola,Marković,M,1970-04-01,clan-106612@seds.data,2018-12-19
106613,Milica,Petrović,Ž,1970-04-11,clan-106613@seds.data,2017-04-27
106614,Tamara,Marković,Ž,1980-08-18,clan-106614@seds.data,2016-10-16
106616,Marija,Pavlović,Ž,1998-05-18,clan-106616@seds.data,2017-06-08
106617,Marko,Nikolić,M,1960-04-24,clan-106617@seds.data,2017-06-12
106618,Aleksandar,Marković,M,1998-09-08,clan-106618@seds.data,2016-04-13
106619,Tamara,Petrović,Ž,1980-11-06,clan-106619@seds.data,2017-08-27
106621,Milan,Petrović,M,1998-07-02,clan-106621@seds.data,2017-04-02
106622,Ana,Marković,Ž,1998-09-04,clan-106622@seds.data,2017-12-31
106623,Ana,Pavlović,Ž,1998-03-11,clan-106623@seds.data,2017-04-21
106624,Ivana,Ilić,Ž,1951-11-06,clan-106624@seds.data,2017-07-28
106625,Milan,Marković,M,1998-08-23,clan-106625@seds.data,2017-02-18
106626,Marija,Petrović,Ž,1980-05-11,clan-106626@seds.data,2016-12-19
106627,Milica,Petrović,Ž,1970-04-17,clan-106627@seds.data,2017-05-27
106628,Marko,Nikolić,M,1998-07-15,clan-106628@seds.data,2016-03-08
106630,Luka,Petrović,M,1998-09-17,clan-106630@seds.data,2018-10-31
106631,Jelena,Marković,Ž,1980-07-14,clan-106631@seds.data,2017-08-12
106632,Stefan,Petrović,M,1998-09-03,clan-106632@seds.data,2018-01-23
106633,Ivana,Nikolić,Ž,1990-10-23,clan-106633@seds.data,2016-11-18
106634,Marija,Petrović,Ž,1998-06-20,clan-106634@seds.data,2017-10-27
106635,Tamara,Nikolić,Ž,1951-10-02,clan-106635@seds.data,2017-02-18
106636,Milica,Jovanović,Ž,1990-10-28,clan-106636@seds.data,2017-05-06
106637,Ivana,Jovanović,Ž,1998-08-28,clan-106637@seds.data,2018-10-05
106638,Ana,Pavlović,Ž,1990-09-29,clan-106638@seds.data,2016-06-24
106639,Marko,Stojanović,M,1998-04-09,clan-106639@seds.data,2016-06-23
106640,Ivana,Jovanović,Ž,1998-03-27,clan-106640@seds.data,2017-02-12
106641,Marija,Stojanović,Ž,1960-02-20,clan-106641@seds.data,2017-12-17
106642,Jelena,Jovanović,Ž,1990-11-11,clan-106642@seds.data,2017-03-05
106643,Tamara,Nikolić,Ž,1990-12-01,clan-106643@seds.data,2018-02-12
106644,Nikola,Nikolić,M,1998-02-15,clan-106644@seds.data,2018-04-09
106645,Tamara,Marković,Ž,1998-08-20,clan-106645@seds.data,2017-01-19
106646,Stefan,Jovanović,M,1990-10-11,clan-106646@seds.data,2018-04-27
106647,Tamara,Jovanović,Ž,1980-03-14,clan-106647@seds.data,2017-07-30
106648,Milica,Jovanović,Ž,1990-01-31,clan-106648@seds.data,2017-04-25
106649,Luka,Ilić,M,1998-01-07,clan-106649@seds.data,2018-08-10
106650,Luka,Jovanović,M,1960-04-17,clan-106650@seds.data,2016-08-26
106651,Jelena,Nikolić,Ž,1970-03-07,clan-106651@seds.data,2017-09-26
106652,Nikola,Petrović,M,1990-07-06,clan-106652@seds.data,2016-05-27
106653,Marija,Marković,Ž,1990-02-12,clan-106653@seds.data,2018-06-16
106654,Marko,Petrović,M,1998-06-14,clan-106654@seds.data,2017-04-04
106656,Aleksandar,Jovanović,M,1960-02-24,clan-106656@seds.data,2017-10-19
106657,Jelena,Ilić,Ž,1998-03-06,clan-106657@seds.data,2016-08-15
106659,Ana,Marković,Ž,1998-02-24,clan-106659@seds.data,2017-02-03
106661,Marija,Pavlović,Ž,1998-09-13,clan-106661@seds.data,2016-11-12
106662,Aleksandar,Stojanović,M,1998-02-22,clan-106662@seds.data,2016-05-03
106663,Stefan,Marković,M,1980-06-23,clan-106663@seds.data,2019-09-06
106664,Marko,Ilić,M,1990-07-19,clan-106664@seds.data,2017-12-19
106665,Milica,Pavlović,Ž,1998-12-27,clan-106665@seds.data,2016-05-27
106666,Milan,Ilić,M,1998-03-21,clan-106666@seds.data,2016-12-27
106667,Luka,Jovanović,M,1998-07-15,clan-106667@seds.data,2018-02-07
106668,Marija,Marković,Ž,1990-06-09,clan-106668@seds.data,2016-11-30
106669,Marija,Pavlović,N,1998-05-06,clan-106669@seds.data,2016-02-24
106670,Marija,Nikolić,Ž,1970-04-21,clan-106670@seds.data,2017-10-09
106671,Milica,Marković,Ž,1998-06-22,clan-106671@seds.data,2017-02-27
106673,Tamara,Stojanović,Ž,1998-12-22,clan-106673@seds.data,2017-07-08
106674,Marija,Jovanović,Ž,1970-11-28,clan-106674@seds.data,2018-06-07
106675,Tamara,Pavlović,Ž,1980-01-18,clan-106675@seds.data,2016-07-12
106676,Ivana,Jovanović,Ž,1970-10-07,clan-106676@seds.data,2016-11-29
106677,Marija,Marković,Ž,1951-05-05,clan-106677@seds.data,2017-07-27
106678,Aleksandar,Pavlović,M,1998-03-01,clan-106678@seds.data,2017-10-12
106679,Luka,Petrović,M,1980-03-22,clan-106679@seds.data,2017-03-17
106680,Jelena,Stojanović,Ž,1998-10-26,clan-106680@seds.data,2017-05-27
106681,Aleksandar,Ilić,M,1970-07-24,clan-106681@seds.data,2017-09-30
106682,Ana,Jovanović,Ž,1970-12-25,clan-106682@seds.data,2016-07-09
106683,Marija,Nikolić,Ž,1970-05-14,clan-106683@seds.data,2016-08-20
106684,Marko,Stojanović,M,1960-10-07,clan-106684@seds.data,2017-05-11
106685,Milan,Ilić,M,1998-04-18,clan-106685@seds.data,2016-11-12
106686,Aleksandar,Petrović,M,1970-09-27,clan-106686@seds.data,2017-09-28
106687,Marija,Petrović,Ž,1998-12-14,clan-106687@seds.data,2016-08-15
106688,Tamara,Ilić,Ž,1990-03-29,clan-106688@seds.data,2016-09-13
106689,Ana,Jovanović,Ž,1980-04-11,clan-106689@seds.data,2016-04-01
106690,Ana,Stojanović,Ž,1998-11-02,clan-106690@seds.data,2017-03-24
106691,Stefan,Ilić,M,1998-12-06,clan-106691@seds.data,2016-03-06
106692,Ana,Pavlović,N,1980-12-25,clan-106692@seds.data,2017-05-24
106694,Stefan,Marković,M,1998-03-11,clan-106694@seds.data,2017-02-20
106695,Marija,Stojanović,Ž,1998-08-17,clan-106695@seds.data,2016-11-18
106696,Marija,Jovanović,Ž,1998-02-13,clan-106696@seds.data,2018-02-27
106697,Ana,Stojanović,Ž,1980-07-17,clan-106697@seds.data,2018-09-25
106698,Milica,Marković,N,1980-08-25,clan-106698@seds.data,2018-01-16
106699,Ivana,Stojanović,Ž,1998-08-15,clan-106699@seds.data,2016-07-01
106700,Ana,Petrović,Ž,1998-05-26,clan-106700@seds.data,2017-02-03
106701,Aleksandar,Nikolić,M,1960-09-05,clan-106701@seds.data,2017-09-22
